units,date,store_nbr,item_nbr,station
11,2012-07-31,1,9,1
5,2012-07-31,1,28,1
36,2012-07-31,2,5,14
1,2012-07-31,2,11,14
111,2012-07-31,2,44,14
41,2012-07-31,3,5,7
79,2012-07-31,3,45,7
62,2012-07-31,4,9,9
7,2012-07-31,4,27,9
17,2012-07-31,5,16,12
3,2012-07-31,5,32,12
5,2012-07-31,5,37,12
32,2012-07-31,6,9,14
2,2012-07-31,6,14,14
71,2012-07-31,6,45,14
104,2012-07-31,7,5,6
25,2012-07-31,7,23,6
5,2012-07-31,7,93,6
29,2012-07-31,8,5,4
6,2012-07-31,8,23,4
1,2012-07-31,8,84,4
4,2012-07-31,8,93,4
60,2012-07-31,9,5,17
8,2012-07-31,9,42,17
86,2012-07-31,9,45,17
77,2012-07-31,10,5,12
17,2012-07-31,10,37,12
4,2012-07-31,10,93,12
19,2012-07-31,11,9,10
1,2012-07-31,11,61,10
34,2012-07-31,11,68,10
33,2012-07-31,12,16,11
18,2012-07-31,12,37,11
2,2012-07-31,12,79,11
8,2012-07-31,12,93,11
44,2012-07-31,13,5,6
92,2012-07-31,13,36,6
6,2012-07-31,13,46,6
7,2012-07-31,14,9,16
20,2012-07-31,14,25,16
1,2012-07-31,14,33,16
33,2012-07-31,15,5,13
2,2012-07-31,15,17,13
123,2012-07-31,15,45,13
20,2012-07-31,16,16,2
124,2012-07-31,16,25,2
2,2012-07-31,16,93,2
130,2012-07-31,17,9,20
47,2012-07-31,17,37,20
175,2012-07-31,17,48,20
20,2012-07-31,18,5,17
13,2012-07-31,18,37,17
2,2012-07-31,18,57,17
9,2012-07-31,19,16,15
3,2012-07-31,19,69,15
1,2012-07-31,19,75,15
10,2012-07-31,19,83,15
2,2012-07-31,19,93,15
52,2012-07-31,20,5,7
28,2012-07-31,20,41,7
1,2012-07-31,20,74,7
12,2012-07-31,21,5,3
88,2012-07-31,21,44,3
13,2012-07-31,22,9,10
3,2012-07-31,22,54,10
38,2012-07-31,22,68,10
1,2012-07-31,22,78,10
4,2012-07-31,22,93,10
25,2012-07-31,23,5,17
2,2012-07-31,23,29,17
33,2012-07-31,23,45,17
3,2012-07-31,23,56,17
63,2012-07-31,24,6,9
38,2012-07-31,24,43,9
75,2012-07-31,25,9,13
84,2012-07-31,25,45,13
13,2012-07-31,25,81,13
1,2012-07-31,25,84,13
8,2012-07-31,25,93,13
51,2012-07-31,26,5,17
45,2012-07-31,26,45,17
44,2012-07-31,27,9,10
38,2012-07-31,27,68,10
6,2012-07-31,27,93,10
2,2012-07-31,28,2,7
22,2012-07-31,28,5,7
56,2012-07-31,28,45,7
21,2012-07-31,29,8,3
35,2012-07-31,29,41,3
92,2012-07-31,29,45,3
3,2012-07-31,30,13,19
20,2012-07-31,30,16,19
174,2012-07-31,30,44,19
30,2012-07-31,31,9,17
70,2012-07-31,31,45,17
45,2012-07-31,32,9,13
63,2012-07-31,32,45,13
3,2012-07-31,32,58,13
1,2012-07-31,32,93,13
76,2012-07-31,33,9,3
161,2012-07-31,33,44,3
6,2012-07-31,34,9,17
79,2012-07-31,34,45,17
2,2012-07-31,34,52,17
12,2012-07-31,35,16,5
10,2012-07-31,35,66,5
6,2012-07-31,35,93,5
12,2012-07-31,36,9,18
3,2012-07-31,36,30,18
88,2012-07-31,36,44,18
24,2012-07-31,37,5,13
72,2012-07-31,37,45,13
47,2012-07-31,38,9,14
84,2012-07-31,38,45,14
1,2012-07-31,38,52,14
4,2012-07-31,39,9,8
9,2012-07-31,39,36,8
73,2012-07-31,40,5,13
52,2012-07-31,40,45,13
2,2012-07-31,40,55,13
1,2012-07-31,40,93,13
33,2012-07-31,41,16,12
24,2012-07-31,41,68,12
25,2012-07-31,42,5,14
73,2012-07-31,42,45,14
1,2012-07-31,42,82,14
34,2012-07-31,43,16,11
7,2012-07-31,43,37,11
1,2012-07-31,43,73,11
60,2012-07-31,44,5,12
2,2012-07-31,44,62,12
71,2012-07-31,44,68,12
2,2012-07-31,44,93,12
22,2012-07-31,45,9,16
5,2012-07-31,45,26,16
43,2012-08-01,1,9,1
6,2012-08-01,1,28,1
7,2012-08-01,1,93,1
98,2012-08-01,2,5,14
2,2012-08-01,2,11,14
151,2012-08-01,2,44,14
3,2012-08-01,3,2,7
169,2012-08-01,3,5,7
103,2012-08-01,3,45,7
30,2012-08-01,4,9,9
9,2012-08-01,4,27,9
33,2012-08-01,5,16,12
11,2012-08-01,5,37,12
105,2012-08-01,6,9,14
66,2012-08-01,6,45,14
161,2012-08-01,7,5,6
22,2012-08-01,7,23,6
5,2012-08-01,7,93,6
19,2012-08-01,8,5,4
8,2012-08-01,8,23,4
1,2012-08-01,8,59,4
12,2012-08-01,8,93,4
126,2012-08-01,9,5,17
12,2012-08-01,9,42,17
84,2012-08-01,9,45,17
111,2012-08-01,10,5,12
2,2012-08-01,10,21,12
16,2012-08-01,10,37,12
1,2012-08-01,10,86,12
46,2012-08-01,11,9,10
33,2012-08-01,11,68,10
40,2012-08-01,12,16,11
1,2012-08-01,12,37,11
2,2012-08-01,12,79,11
8,2012-08-01,12,93,11
67,2012-08-01,13,5,6
158,2012-08-01,13,36,6
2,2012-08-01,13,46,6
16,2012-08-01,14,9,16
9,2012-08-01,14,25,16
1,2012-08-01,14,88,16
12,2012-08-01,14,93,16
35,2012-08-01,15,5,13
1,2012-08-01,15,17,13
104,2012-08-01,15,45,13
2,2012-08-01,15,61,13
13,2012-08-01,15,93,13
48,2012-08-01,16,16,2
178,2012-08-01,16,25,2
5,2012-08-01,16,77,2
1,2012-08-01,16,85,2
205,2012-08-01,17,9,20
64,2012-08-01,17,37,20
258,2012-08-01,17,48,20
1,2012-08-01,17,71,20
19,2012-08-01,18,5,17
13,2012-08-01,18,37,17
1,2012-08-01,18,72,17
11,2012-08-01,19,16,15
1,2012-08-01,19,69,15
2,2012-08-01,19,75,15
14,2012-08-01,19,83,15
5,2012-08-01,19,93,15
218,2012-08-01,20,5,7
1,2012-08-01,20,18,7
42,2012-08-01,20,41,7
1,2012-08-01,20,93,7
77,2012-08-01,21,5,3
122,2012-08-01,21,44,3
1,2012-08-01,21,91,3
32,2012-08-01,22,9,10
1,2012-08-01,22,54,10
38,2012-08-01,22,68,10
20,2012-08-01,23,5,17
1,2012-08-01,23,29,17
42,2012-08-01,23,45,17
47,2012-08-01,24,6,9
76,2012-08-01,24,43,9
81,2012-08-01,25,9,13
102,2012-08-01,25,45,13
7,2012-08-01,25,81,13
1,2012-08-01,25,84,13
19,2012-08-01,25,93,13
124,2012-08-01,26,5,17
86,2012-08-01,26,45,17
36,2012-08-01,27,9,10
50,2012-08-01,27,68,10
2,2012-08-01,27,93,10
1,2012-08-01,28,2,7
66,2012-08-01,28,5,7
1,2012-08-01,28,35,7
77,2012-08-01,28,45,7
56,2012-08-01,29,8,3
56,2012-08-01,29,41,3
80,2012-08-01,29,45,3
1,2012-08-01,30,13,19
22,2012-08-01,30,16,19
251,2012-08-01,30,44,19
61,2012-08-01,31,9,17
103,2012-08-01,31,45,17
2,2012-08-01,31,93,17
99,2012-08-01,32,9,13
30,2012-08-01,32,45,13
4,2012-08-01,32,58,13
1,2012-08-01,32,86,13
1,2012-08-01,32,93,13
356,2012-08-01,33,9,3
460,2012-08-01,33,44,3
1,2012-08-01,33,85,3
2,2012-08-01,33,92,3
147,2012-08-01,34,9,17
1,2012-08-01,34,31,17
223,2012-08-01,34,45,17
4,2012-08-01,34,52,17
22,2012-08-01,35,16,5
4,2012-08-01,35,63,5
10,2012-08-01,35,66,5
15,2012-08-01,35,93,5
30,2012-08-01,36,9,18
99,2012-08-01,36,44,18
36,2012-08-01,37,5,13
62,2012-08-01,37,45,13
214,2012-08-01,38,9,14
167,2012-08-01,38,45,14
1,2012-08-01,38,86,14
5,2012-08-01,39,36,8
51,2012-08-01,40,5,13
47,2012-08-01,40,45,13
4,2012-08-01,40,55,13
66,2012-08-01,41,16,12
27,2012-08-01,41,68,12
2,2012-08-01,41,93,12
78,2012-08-01,42,5,14
118,2012-08-01,42,45,14
1,2012-08-01,42,82,14
68,2012-08-01,43,16,11
26,2012-08-01,43,37,11
2,2012-08-01,43,73,11
30,2012-08-01,44,5,12
58,2012-08-01,44,68,12
10,2012-08-01,45,9,16
3,2012-08-01,45,26,16
50,2012-08-02,1,9,1
9,2012-08-02,1,93,1
2,2012-08-02,1,99,1
112,2012-08-02,2,5,14
81,2012-08-02,2,44,14
2,2012-08-02,3,2,7
61,2012-08-02,3,5,7
76,2012-08-02,3,45,7
69,2012-08-02,4,9,9
8,2012-08-02,4,27,9
1,2012-08-02,4,93,9
21,2012-08-02,5,16,12
16,2012-08-02,5,37,12
4,2012-08-02,5,93,12
41,2012-08-02,6,9,14
60,2012-08-02,6,45,14
58,2012-08-02,7,5,6
14,2012-08-02,7,23,6
39,2012-08-02,8,5,4
6,2012-08-02,8,23,4
1,2012-08-02,8,84,4
53,2012-08-02,9,5,17
2,2012-08-02,9,10,17
8,2012-08-02,9,42,17
60,2012-08-02,9,45,17
64,2012-08-02,10,5,12
1,2012-08-02,10,21,12
11,2012-08-02,10,37,12
11,2012-08-02,11,9,10
46,2012-08-02,11,68,10
36,2012-08-02,12,16,11
13,2012-08-02,12,37,11
5,2012-08-02,12,79,11
135,2012-08-02,13,5,6
118,2012-08-02,13,36,6
19,2012-08-02,14,9,16
8,2012-08-02,14,25,16
38,2012-08-02,15,5,13
89,2012-08-02,15,45,13
10,2012-08-02,15,93,13
47,2012-08-02,16,16,2
114,2012-08-02,16,25,2
158,2012-08-02,17,9,20
69,2012-08-02,17,37,20
193,2012-08-02,17,48,20
1,2012-08-02,17,71,20
5,2012-08-02,18,5,17
5,2012-08-02,18,37,17
1,2012-08-02,18,72,17
12,2012-08-02,19,16,15
16,2012-08-02,19,83,15
3,2012-08-02,19,88,15
109,2012-08-02,20,5,7
30,2012-08-02,20,41,7
18,2012-08-02,21,5,3
87,2012-08-02,21,44,3
1,2012-08-02,21,91,3
35,2012-08-02,22,9,10
1,2012-08-02,22,54,10
41,2012-08-02,22,68,10
28,2012-08-02,23,5,17
1,2012-08-02,23,29,17
32,2012-08-02,23,45,17
105,2012-08-02,24,6,9
55,2012-08-02,24,43,9
2,2012-08-02,24,60,9
77,2012-08-02,25,9,13
1,2012-08-02,25,12,13
102,2012-08-02,25,45,13
5,2012-08-02,25,81,13
1,2012-08-02,25,84,13
15,2012-08-02,25,93,13
84,2012-08-02,26,5,17
46,2012-08-02,26,45,17
41,2012-08-02,27,9,10
3,2012-08-02,27,21,10
45,2012-08-02,27,68,10
5,2012-08-02,27,80,10
6,2012-08-02,27,93,10
40,2012-08-02,28,5,7
54,2012-08-02,28,45,7
43,2012-08-02,29,8,3
19,2012-08-02,29,41,3
79,2012-08-02,29,45,3
1,2012-08-02,29,56,3
4,2012-08-02,30,13,19
50,2012-08-02,30,16,19
245,2012-08-02,30,44,19
1,2012-08-02,30,65,19
33,2012-08-02,31,9,17
86,2012-08-02,31,45,17
26,2012-08-02,32,9,13
43,2012-08-02,32,45,13
8,2012-08-02,32,58,13
3,2012-08-02,32,86,13
7,2012-08-02,32,93,13
182,2012-08-02,33,9,3
227,2012-08-02,33,44,3
3,2012-08-02,33,92,3
45,2012-08-02,34,9,17
1,2012-08-02,34,31,17
116,2012-08-02,34,45,17
1,2012-08-02,34,52,17
2,2012-08-02,34,93,17
26,2012-08-02,35,16,5
9,2012-08-02,35,66,5
3,2012-08-02,35,93,5
20,2012-08-02,36,9,18
70,2012-08-02,36,44,18
57,2012-08-02,37,5,13
54,2012-08-02,37,45,13
2,2012-08-02,37,53,13
149,2012-08-02,38,9,14
130,2012-08-02,38,45,14
2,2012-08-02,38,52,14
4,2012-08-02,39,9,8
13,2012-08-02,39,36,8
38,2012-08-02,40,5,13
70,2012-08-02,40,45,13
1,2012-08-02,40,55,13
1,2012-08-02,40,93,13
60,2012-08-02,41,16,12
50,2012-08-02,41,68,12
7,2012-08-02,41,93,12
39,2012-08-02,42,5,14
73,2012-08-02,42,45,14
2,2012-08-02,43,3,11
85,2012-08-02,43,16,11
13,2012-08-02,43,37,11
51,2012-08-02,44,5,12
41,2012-08-02,44,68,12
9,2012-08-02,45,9,16
1,2012-08-02,45,26,16
40,2012-08-03,1,9,1
2,2012-08-03,1,28,1
1,2012-08-03,1,93,1
39,2012-08-03,2,5,14
3,2012-08-03,2,11,14
175,2012-08-03,2,44,14
42,2012-08-03,3,5,7
99,2012-08-03,3,45,7
61,2012-08-03,4,9,9
8,2012-08-03,4,27,9
1,2012-08-03,4,93,9
26,2012-08-03,5,16,12
1,2012-08-03,5,20,12
12,2012-08-03,5,37,12
41,2012-08-03,6,9,14
61,2012-08-03,6,45,14
128,2012-08-03,7,5,6
29,2012-08-03,7,23,6
2,2012-08-03,7,93,6
56,2012-08-03,8,5,4
6,2012-08-03,8,23,4
64,2012-08-03,9,5,17
7,2012-08-03,9,42,17
112,2012-08-03,9,45,17
172,2012-08-03,10,5,12
1,2012-08-03,10,21,12
14,2012-08-03,10,37,12
41,2012-08-03,11,9,10
2,2012-08-03,11,61,10
45,2012-08-03,11,68,10
42,2012-08-03,12,16,11
15,2012-08-03,12,37,11
4,2012-08-03,12,79,11
141,2012-08-03,13,5,6
138,2012-08-03,13,36,6
6,2012-08-03,13,46,6
2,2012-08-03,13,93,6
2,2012-08-03,14,9,16
24,2012-08-03,14,25,16
1,2012-08-03,14,33,16
60,2012-08-03,15,5,13
2,2012-08-03,15,17,13
98,2012-08-03,15,45,13
10,2012-08-03,15,93,13
42,2012-08-03,16,16,2
182,2012-08-03,16,25,2
2,2012-08-03,16,77,2
7,2012-08-03,16,93,2
221,2012-08-03,17,9,20
81,2012-08-03,17,37,20
216,2012-08-03,17,48,20
1,2012-08-03,17,71,20
15,2012-08-03,18,5,17
10,2012-08-03,18,37,17
15,2012-08-03,19,16,15
8,2012-08-03,19,83,15
1,2012-08-03,19,88,15
10,2012-08-03,19,93,15
169,2012-08-03,20,5,7
1,2012-08-03,20,18,7
33,2012-08-03,20,41,7
1,2012-08-03,20,74,7
67,2012-08-03,21,5,3
84,2012-08-03,21,44,3
4,2012-08-03,21,91,3
70,2012-08-03,22,9,10
2,2012-08-03,22,54,10
43,2012-08-03,22,68,10
3,2012-08-03,22,93,10
27,2012-08-03,23,5,17
2,2012-08-03,23,29,17
35,2012-08-03,23,45,17
126,2012-08-03,24,6,9
37,2012-08-03,24,43,9
1,2012-08-03,24,60,9
1,2012-08-03,24,76,9
114,2012-08-03,25,9,13
97,2012-08-03,25,45,13
15,2012-08-03,25,81,13
4,2012-08-03,25,93,13
91,2012-08-03,26,5,17
63,2012-08-03,26,45,17
18,2012-08-03,27,9,10
1,2012-08-03,27,21,10
66,2012-08-03,27,68,10
2,2012-08-03,27,93,10
13,2012-08-03,28,5,7
61,2012-08-03,28,45,7
11,2012-08-03,29,8,3
14,2012-08-03,29,41,3
66,2012-08-03,29,45,3
2,2012-08-03,30,13,19
103,2012-08-03,30,16,19
317,2012-08-03,30,44,19
68,2012-08-03,31,9,17
102,2012-08-03,31,45,17
39,2012-08-03,32,9,13
2,2012-08-03,32,19,13
37,2012-08-03,32,45,13
1,2012-08-03,32,58,13
8,2012-08-03,32,93,13
103,2012-08-03,33,9,3
225,2012-08-03,33,44,3
2,2012-08-03,33,92,3
34,2012-08-03,34,9,17
2,2012-08-03,34,31,17
121,2012-08-03,34,45,17
1,2012-08-03,34,52,17
26,2012-08-03,35,16,5
2,2012-08-03,35,63,5
18,2012-08-03,35,66,5
59,2012-08-03,36,9,18
95,2012-08-03,36,44,18
40,2012-08-03,37,5,13
55,2012-08-03,37,45,13
50,2012-08-03,38,9,14
114,2012-08-03,38,45,14
1,2012-08-03,38,52,14
1,2012-08-03,38,98,14
6,2012-08-03,39,9,8
20,2012-08-03,39,36,8
77,2012-08-03,40,5,13
77,2012-08-03,40,45,13
56,2012-08-03,41,16,12
2,2012-08-03,41,61,12
26,2012-08-03,41,68,12
1,2012-08-03,41,86,12
4,2012-08-03,41,93,12
73,2012-08-03,42,5,14
82,2012-08-03,42,45,14
3,2012-08-03,42,82,14
88,2012-08-03,43,16,11
20,2012-08-03,43,37,11
50,2012-08-03,44,5,12
68,2012-08-03,44,68,12
2,2012-08-03,45,4,16
8,2012-08-03,45,9,16
4,2012-08-03,45,26,16
28,2012-08-04,1,9,1
7,2012-08-04,1,28,1
6,2012-08-04,1,93,1
54,2012-08-04,2,5,14
205,2012-08-04,2,44,14
92,2012-08-04,3,5,7
94,2012-08-04,3,45,7
133,2012-08-04,4,9,9
4,2012-08-04,4,27,9
4,2012-08-04,4,93,9
36,2012-08-04,5,16,12
2,2012-08-04,5,20,12
18,2012-08-04,5,37,12
3,2012-08-04,5,93,12
36,2012-08-04,6,9,14
66,2012-08-04,6,45,14
109,2012-08-04,7,5,6
2,2012-08-04,7,7,6
24,2012-08-04,7,23,6
66,2012-08-04,8,5,4
17,2012-08-04,8,23,4
2,2012-08-04,8,59,4
90,2012-08-04,9,5,17
8,2012-08-04,9,42,17
79,2012-08-04,9,45,17
81,2012-08-04,10,5,12
1,2012-08-04,10,21,12
21,2012-08-04,10,37,12
52,2012-08-04,11,9,10
53,2012-08-04,11,68,10
1,2012-08-04,11,86,10
51,2012-08-04,12,16,11
15,2012-08-04,12,37,11
2,2012-08-04,12,79,11
18,2012-08-04,12,93,11
58,2012-08-04,13,5,6
119,2012-08-04,13,36,6
3,2012-08-04,13,46,6
3,2012-08-04,14,9,16
24,2012-08-04,14,25,16
1,2012-08-04,14,88,16
85,2012-08-04,15,5,13
1,2012-08-04,15,17,13
119,2012-08-04,15,45,13
1,2012-08-04,15,61,13
44,2012-08-04,16,16,2
187,2012-08-04,16,25,2
3,2012-08-04,16,77,2
239,2012-08-04,17,9,20
78,2012-08-04,17,37,20
204,2012-08-04,17,48,20
17,2012-08-04,18,5,17
10,2012-08-04,18,37,17
2,2012-08-04,18,57,17
8,2012-08-04,19,16,15
1,2012-08-04,19,69,15
11,2012-08-04,19,83,15
1,2012-08-04,19,88,15
13,2012-08-04,19,93,15
141,2012-08-04,20,5,7
37,2012-08-04,20,41,7
1,2012-08-04,20,74,7
43,2012-08-04,21,5,3
89,2012-08-04,21,44,3
3,2012-08-04,21,91,3
90,2012-08-04,22,9,10
1,2012-08-04,22,54,10
48,2012-08-04,22,68,10
2,2012-08-04,22,78,10
8,2012-08-04,23,5,17
1,2012-08-04,23,29,17
29,2012-08-04,23,45,17
45,2012-08-04,24,6,9
42,2012-08-04,24,43,9
1,2012-08-04,24,60,9
161,2012-08-04,25,9,13
136,2012-08-04,25,45,13
13,2012-08-04,25,81,13
4,2012-08-04,25,93,13
48,2012-08-04,26,5,17
46,2012-08-04,26,45,17
40,2012-08-04,27,9,10
4,2012-08-04,27,21,10
44,2012-08-04,27,68,10
1,2012-08-04,27,80,10
19,2012-08-04,27,93,10
16,2012-08-04,28,5,7
1,2012-08-04,28,35,7
55,2012-08-04,28,45,7
17,2012-08-04,29,8,3
22,2012-08-04,29,41,3
91,2012-08-04,29,45,3
2,2012-08-04,30,13,19
84,2012-08-04,30,16,19
244,2012-08-04,30,44,19
1,2012-08-04,30,65,19
66,2012-08-04,31,9,17
98,2012-08-04,31,45,17
23,2012-08-04,32,9,13
55,2012-08-04,32,45,13
2,2012-08-04,32,93,13
155,2012-08-04,33,9,3
230,2012-08-04,33,44,3
1,2012-08-04,33,92,3
56,2012-08-04,34,9,17
3,2012-08-04,34,31,17
121,2012-08-04,34,45,17
4,2012-08-04,34,52,17
32,2012-08-04,35,16,5
4,2012-08-04,35,63,5
18,2012-08-04,35,66,5
8,2012-08-04,35,93,5
62,2012-08-04,36,9,18
2,2012-08-04,36,30,18
114,2012-08-04,36,44,18
72,2012-08-04,37,5,13
60,2012-08-04,37,45,13
49,2012-08-04,38,9,14
110,2012-08-04,38,45,14
16,2012-08-04,39,36,8
45,2012-08-04,40,5,13
103,2012-08-04,40,45,13
1,2012-08-04,40,55,13
89,2012-08-04,41,16,12
2,2012-08-04,41,61,12
39,2012-08-04,41,68,12
5,2012-08-04,41,93,12
46,2012-08-04,42,5,14
74,2012-08-04,42,45,14
1,2012-08-04,43,3,11
89,2012-08-04,43,16,11
14,2012-08-04,43,37,11
37,2012-08-04,44,5,12
67,2012-08-04,44,68,12
3,2012-08-04,44,93,12
17,2012-08-04,45,9,16
6,2012-08-04,45,26,16
100,2012-08-05,1,9,1
2,2012-08-05,1,28,1
10,2012-08-05,1,93,1
150,2012-08-05,2,5,14
4,2012-08-05,2,11,14
260,2012-08-05,2,44,14
250,2012-08-05,3,5,7
123,2012-08-05,3,45,7
164,2012-08-05,4,9,9
11,2012-08-05,4,27,9
42,2012-08-05,5,16,12
2,2012-08-05,5,20,12
1,2012-08-05,5,32,12
11,2012-08-05,5,37,12
3,2012-08-05,5,93,12
155,2012-08-05,6,9,14
4,2012-08-05,6,14,14
57,2012-08-05,6,45,14
133,2012-08-05,7,5,6
32,2012-08-05,7,23,6
22,2012-08-05,8,5,4
17,2012-08-05,8,23,4
2,2012-08-05,8,93,4
51,2012-08-05,9,5,17
1,2012-08-05,9,10,17
15,2012-08-05,9,42,17
111,2012-08-05,9,45,17
136,2012-08-05,10,5,12
33,2012-08-05,10,37,12
1,2012-08-05,10,93,12
51,2012-08-05,11,9,10
73,2012-08-05,11,68,10
1,2012-08-05,11,86,10
65,2012-08-05,12,16,11
25,2012-08-05,12,37,11
8,2012-08-05,12,79,11
1,2012-08-05,12,86,11
23,2012-08-05,12,93,11
101,2012-08-05,13,5,6
158,2012-08-05,13,36,6
1,2012-08-05,13,46,6
13,2012-08-05,14,9,16
4,2012-08-05,14,25,16
1,2012-08-05,14,88,16
115,2012-08-05,15,5,13
2,2012-08-05,15,17,13
157,2012-08-05,15,45,13
12,2012-08-05,15,93,13
51,2012-08-05,16,16,2
194,2012-08-05,16,25,2
2,2012-08-05,16,77,2
300,2012-08-05,17,9,20
115,2012-08-05,17,37,20
224,2012-08-05,17,48,20
2,2012-08-05,17,71,20
5,2012-08-05,18,5,17
20,2012-08-05,18,37,17
1,2012-08-05,18,57,17
32,2012-08-05,19,16,15
1,2012-08-05,19,69,15
17,2012-08-05,19,83,15
179,2012-08-05,20,5,7
3,2012-08-05,20,18,7
62,2012-08-05,20,41,7
9,2012-08-05,20,74,7
108,2012-08-05,21,5,3
159,2012-08-05,21,44,3
82,2012-08-05,22,9,10
51,2012-08-05,22,68,10
4,2012-08-05,22,78,10
2,2012-08-05,22,93,10
50,2012-08-05,23,5,17
39,2012-08-05,23,45,17
2,2012-08-05,23,56,17
77,2012-08-05,24,6,9
72,2012-08-05,24,43,9
1,2012-08-05,24,60,9
131,2012-08-05,25,9,13
150,2012-08-05,25,45,13
17,2012-08-05,25,81,13
2,2012-08-05,25,93,13
154,2012-08-05,26,5,17
80,2012-08-05,26,45,17
83,2012-08-05,27,9,10
68,2012-08-05,27,68,10
2,2012-08-05,27,80,10
20,2012-08-05,27,93,10
42,2012-08-05,28,5,7
2,2012-08-05,28,35,7
99,2012-08-05,28,45,7
50,2012-08-05,29,8,3
54,2012-08-05,29,41,3
139,2012-08-05,29,45,3
5,2012-08-05,30,13,19
72,2012-08-05,30,16,19
316,2012-08-05,30,44,19
1,2012-08-05,30,65,19
92,2012-08-05,31,9,17
113,2012-08-05,31,45,17
4,2012-08-05,31,93,17
98,2012-08-05,32,9,13
82,2012-08-05,32,45,13
11,2012-08-05,32,58,13
1,2012-08-05,32,93,13
476,2012-08-05,33,9,3
424,2012-08-05,33,44,3
3,2012-08-05,33,92,3
91,2012-08-05,34,9,17
193,2012-08-05,34,45,17
3,2012-08-05,34,52,17
32,2012-08-05,35,16,5
14,2012-08-05,35,66,5
33,2012-08-05,36,9,18
1,2012-08-05,36,30,18
103,2012-08-05,36,44,18
71,2012-08-05,37,5,13
86,2012-08-05,37,45,13
161,2012-08-05,38,9,14
201,2012-08-05,38,45,14
2,2012-08-05,38,52,14
3,2012-08-05,38,98,14
2,2012-08-05,39,9,8
13,2012-08-05,39,36,8
66,2012-08-05,40,5,13
104,2012-08-05,40,45,13
1,2012-08-05,40,55,13
85,2012-08-05,41,16,12
55,2012-08-05,41,68,12
3,2012-08-05,41,93,12
90,2012-08-05,42,5,14
122,2012-08-05,42,45,14
2,2012-08-05,42,82,14
2,2012-08-05,43,3,11
95,2012-08-05,43,16,11
23,2012-08-05,43,37,11
2,2012-08-05,43,73,11
41,2012-08-05,44,5,12
92,2012-08-05,44,68,12
13,2012-08-05,44,93,12
1,2012-08-05,45,4,16
2,2012-08-05,45,9,16
6,2012-08-05,45,26,16
24,2012-08-06,1,9,1
5,2012-08-06,1,28,1
3,2012-08-06,1,93,1
1,2012-08-06,1,99,1
68,2012-08-06,2,5,14
1,2012-08-06,2,11,14
143,2012-08-06,2,44,14
145,2012-08-06,3,5,7
60,2012-08-06,3,45,7
117,2012-08-06,4,9,9
8,2012-08-06,4,27,9
34,2012-08-06,5,16,12
1,2012-08-06,5,20,12
13,2012-08-06,5,37,12
127,2012-08-06,6,9,14
51,2012-08-06,6,45,14
82,2012-08-06,7,5,6
25,2012-08-06,7,23,6
38,2012-08-06,8,5,4
9,2012-08-06,8,23,4
2,2012-08-06,8,59,4
60,2012-08-06,9,5,17
2,2012-08-06,9,10,17
6,2012-08-06,9,42,17
76,2012-08-06,9,45,17
144,2012-08-06,10,5,12
2,2012-08-06,10,21,12
12,2012-08-06,10,37,12
92,2012-08-06,11,9,10
4,2012-08-06,11,61,10
50,2012-08-06,11,68,10
41,2012-08-06,12,16,11
13,2012-08-06,12,37,11
3,2012-08-06,12,79,11
161,2012-08-06,13,5,6
126,2012-08-06,13,36,6
2,2012-08-06,13,46,6
9,2012-08-06,14,9,16
8,2012-08-06,14,25,16
3,2012-08-06,14,70,16
4,2012-08-06,14,88,16
159,2012-08-06,15,5,13
107,2012-08-06,15,45,13
1,2012-08-06,15,61,13
2,2012-08-06,15,93,13
37,2012-08-06,16,16,2
138,2012-08-06,16,25,2
201,2012-08-06,17,9,20
98,2012-08-06,17,37,20
141,2012-08-06,17,48,20
1,2012-08-06,17,71,20
35,2012-08-06,18,5,17
13,2012-08-06,18,37,17
1,2012-08-06,18,57,17
1,2012-08-06,18,72,17
18,2012-08-06,19,16,15
2,2012-08-06,19,69,15
1,2012-08-06,19,75,15
17,2012-08-06,19,83,15
4,2012-08-06,19,93,15
85,2012-08-06,20,5,7
1,2012-08-06,20,18,7
32,2012-08-06,20,41,7
1,2012-08-06,20,74,7
63,2012-08-06,21,5,3
96,2012-08-06,21,44,3
63,2012-08-06,22,9,10
2,2012-08-06,22,54,10
31,2012-08-06,22,68,10
7,2012-08-06,22,93,10
22,2012-08-06,23,5,17
1,2012-08-06,23,29,17
33,2012-08-06,23,45,17
82,2012-08-06,24,6,9
45,2012-08-06,24,43,9
1,2012-08-06,24,76,9
156,2012-08-06,25,9,13
91,2012-08-06,25,45,13
14,2012-08-06,25,81,13
60,2012-08-06,26,5,17
56,2012-08-06,26,45,17
30,2012-08-06,27,9,10
4,2012-08-06,27,21,10
53,2012-08-06,27,68,10
1,2012-08-06,27,93,10
76,2012-08-06,28,5,7
1,2012-08-06,28,35,7
54,2012-08-06,28,45,7
33,2012-08-06,29,8,3
28,2012-08-06,29,41,3
116,2012-08-06,29,45,3
4,2012-08-06,30,13,19
80,2012-08-06,30,16,19
336,2012-08-06,30,44,19
71,2012-08-06,31,9,17
89,2012-08-06,31,45,17
2,2012-08-06,31,93,17
1,2012-08-06,31,98,17
21,2012-08-06,32,9,13
2,2012-08-06,32,19,13
54,2012-08-06,32,45,13
2,2012-08-06,32,58,13
19,2012-08-06,32,93,13
157,2012-08-06,33,9,3
206,2012-08-06,33,44,3
